id,Name,CountryName,X,Y,Start time,End time,Duration,Class_label,N merged events,Temporal context start,Temporal context end,AND_6,AND_5,AND_4,AND_3,AND_2,AND_1,LMM_6,LMM_5,LMM_4,LMM_3,LMM_2,LMM_1,HM_6,HM_5,HM_4,HM_3,HM_2,HM_1,HMM_6,HMM_5,HMM_4,HMM_3,HMM_2,HMM_1,NM_6,NM_5,NM_4,NM_3,NM_2,NM_1,DM_6,DM_5,DM_4,DM_3,DM_2,DM_1,SH_6,SH_5,SH_4,SH_3,SH_2,SH_1,IM_6,IM_5,IM_4,IM_3,IM_2,IM_1,AND_Start,AND_End,AND_Duration,LMM_Start,LMM_End,LMM_Duration,HM_Start,HM_End,HM_Duration,HMM_Start,HMM_End,HMM_Duration,NM_Start,NM_End,NM_Duration,DM_Start,DM_End,DM_Duration,SH_Start,SH_End,SH_Duration,IM_Start,IM_End,IM_Duration
EG_almost no disease_4_24-05-2021_27-06-2021,EG_almost no disease_4_24-05-2021_27-06-2021,Egypt,31.25,30.05,24/05/2021,27/06/2021,35,almost no disease,4,44534,24-05-2021,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6,-5,2,-5,-1,5,0,0,0,0,0,0,-6,-1,6,0,0,0,0,0,0,0,0,0
EG_low to medium morbidity_8_25-05-2020_26-07-2020,EG_low to medium morbidity_8_25-05-2020_26-07-2020,Egypt,31.25,30.05,25/05/2020,26/07/2020,63,low to medium morbidity,8,13-04-2020,25-05-2020,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,-6,-1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6,-1,6,0,0,0
EG_low to medium morbidity_9_21-12-2020_28-02-2021,EG_low to medium morbidity_9_21-12-2020_28-02-2021,Egypt,31.25,30.05,21/12/2020,28/02/2021,70,low to medium morbidity,9,44085,21-12-2020,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6,-1,6,0,0,0,0,0,0,0,0,0,-6,-1,6,0,0,0,0,0,0,0,0,0
EG_low to medium morbidity_5_19-04-2021_30-05-2021,EG_low to medium morbidity_5_19-04-2021_30-05-2021,Egypt,31.25,30.05,19/04/2021,30/05/2021,42,low to medium morbidity,5,44411,19-04-2021,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6,-1,6,0,0,0,0,0,0,0,0,0,-6,-1,6,0,0,0,0,0,0,0,0,0
ES_almost no disease_2_17-02-2020_08-03-2020,ES_almost no disease_2_17-02-2020_08-03-2020,Spain,-3.683333,40.4,17/02/2020,44046,21,almost no disease,2,43983,17-02-2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ES_almost no disease_3_08-06-2020_05-07-2020,ES_almost no disease_3_08-06-2020_05-07-2020,Spain,-3.683333,40.4,44049,43958,28,almost no disease,3,27-04-2020,44049,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,1,1,0,0,0,-6,-1,6,0,0,0,0,0,0,0,0,0,0,0,0,-6,-4,3,-4,-1,4
ES_low to medium morbidity_2_02-03-2020_22-03-2020,ES_low to medium morbidity_2_02-03-2020_22-03-2020,Spain,-3.683333,40.4,43864,22/03/2020,21,low to medium morbidity,2,20-01-2020,43864,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,-1,2,0,0,0,0,0,0,0,0,0,-2,-1,2,0,0,0,0,0,0,0,0,0
ES_low to medium morbidity_7_20-04-2020_14-06-2020,ES_low to medium morbidity_7_20-04-2020_14-06-2020,Spain,-3.683333,40.4,20/04/2020,14/06/2020,56,low to medium morbidity,7,44077,20-04-2020,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,-6,-5,2,0,0,0,-5,-1,5,0,0,0,-6,-5,2,-5,-1,5,0,0,0
ES_low to medium morbidity_5_29-06-2020_09-08-2020,ES_low to medium morbidity_5_29-06-2020_09-08-2020,Spain,-3.683333,40.4,29/06/2020,44082,42,low to medium morbidity,5,18-05-2020,29-06-2020,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,-3,-1,3,-6,-3,4,0,0,0,0,0,0,-2,-1,2,0,0,0,0,0,0,-6,-2,5
ES_low to medium morbidity_4_24-05-2021_27-06-2021,ES_low to medium morbidity_4_24-05-2021_27-06-2021,Spain,-3.683333,40.4,24/05/2021,27/06/2021,35,low to medium morbidity,4,44534,24-05-2021,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6,-1,6,0,0,0,-6,-1,6,0,0,0,0,0,0,0,0,0
ES_high morbidity_23_03-08-2020_17-01-2021,ES_high morbidity_23_03-08-2020_17-01-2021,Spain,-3.683333,40.4,43898,17/01/2021,168,high morbidity,23,22-06-2020,43898,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6,-5,2,-5,-1,5,0,0,0,0,0,0,-6,-1,6,0,0,0,0,0,0,0,0,0
ES_high morbidity_15_08-02-2021_30-05-2021,ES_high morbidity_15_08-02-2021_30-05-2021,Spain,-3.683333,40.4,44410,30/05/2021,112,high morbidity,15,28-12-2020,44410,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,-6,-4,3,-4,-1,4,0,0,0,-6,-6,1,-6,-1,6,0,0,0
ES_high morbidity and mortality_5_16-03-2020_26-04-2020,ES_high morbidity and mortality_5_16-03-2020_26-04-2020,Spain,-3.683333,40.4,16/03/2020,26/04/2020,42,high morbidity and mortality,5,43892,16-03-2020,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,-4,-2,3,-2,-1,2,0,0,0,0,0,0,-4,-2,3,-2,-1,2,0,0,0,0,0,0
ES_high morbidity and mortality_4_11-01-2021_14-02-2021,ES_high morbidity and mortality_4_11-01-2021_14-02-2021,Spain,-3.683333,40.4,44501,14/02/2021,35,high morbidity and mortality,4,30-11-2020,44501,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,-6,-1,6,0,0,0,-6,-4,3,-4,-2,3,-2,-1,2,0,0,0
FI_almost no disease_3_17-02-2020_15-03-2020,FI_almost no disease_3_17-02-2020_15-03-2020,Finland,24.933332,60.166668,17/02/2020,15/03/2020,28,almost no disease,3,43983,17-02-2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FI_almost no disease_18_11-05-2020_20-09-2020,FI_almost no disease_18_11-05-2020_20-09-2020,Finland,24.933332,60.166668,44140,20/09/2020,133,almost no disease,18,30-03-2020,44140,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-6,-1,6,0,0,0,0,0,0,-5,-1,5,0,0,0,-6,-5,2,0,0,0
FI_low to medium morbidity_9_09-03-2020_17-05-2020,FI_low to medium morbidity_9_09-03-2020_17-05-2020,Finland,24.933332,60.166668,44077,17/05/2020,70,low to medium morbidity,9,27-01-2020,44077,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3,-1,3,0,0,0,0,0,0,0,0,0,-3,-1,3,0,0,0,0,0,0,0,0,0
FI_low to medium morbidity_22_14-09-2020_21-02-2021,FI_low to medium morbidity_22_14-09-2020_21-02-2021,Finland,24.933332,60.166668,14/09/2020,21/02/2021,161,low to medium morbidity,22,43898,14-09-2020,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6,-1,6,0,0,0,0,0,0,0,0,0,-6,-1,6,0,0,0,0,0,0,0,0,0
FI_low to medium morbidity_12_29-03-2021_27-06-2021,FI_low to medium morbidity_12_29-03-2021_27-06-2021,Finland,24.933332,60.166668,29/03/2021,27/06/2021,91,low to medium morbidity,12,15-02-2021,29-03-2021,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6,-6,1,-6,-1,6,0,0,0,-6,-1,6,0,0,0,0,0,0,0,0,0
FI_high morbidity_6_15-02-2021_04-04-2021,FI_high morbidity_6_15-02-2021_04-04-2021,Finland,24.933332,60.166668,15/02/2021,44290,49,high morbidity,6,44287,15-02-2021,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6,-1,6,0,0,0,0,0,0,-6,-1,6,0,0,0,0,0,0,0,0,0
FR_almost no disease_3_17-02-2020_15-03-2020,FR_almost no disease_3_17-02-2020_15-03-2020,France,2.333333,48.866665,17/02/2020,15/03/2020,28,almost no disease,3,43983,17-02-2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_almost no disease_6_08-06-2020_26-07-2020,FR_almost no disease_6_08-06-2020_26-07-2020,France,2.333333,48.866665,44049,26/07/2020,49,almost no disease,6,27-04-2020,44049,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,-6,-1,6,0,0,0,0,0,0,0,0,0,0,0,0,-6,-6,1,-6,-1,6
FR_low to medium morbidity_13_09-03-2020_14-06-2020,FR_low to medium morbidity_13_09-03-2020_14-06-2020,France,2.333333,48.866665,44077,14/06/2020,98,low to medium morbidity,13,27-01-2020,44077,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3,-1,3,0,0,0,0,0,0,0,0,0,-3,-1,3,0,0,0,0,0,0,0,0,0
FR_low to medium morbidity_6_20-07-2020_06-09-2020,FR_low to medium morbidity_6_20-07-2020_06-09-2020,France,2.333333,48.866665,20/07/2020,43991,49,low to medium morbidity,6,44049,20-07-2020,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-6,-1,6,-6,-6,1,0,0,0,0,0,0,-6,-1,6,0,0,0,0,0,0,-6,-6,1
FR_low to medium morbidity_3_31-05-2021_27-06-2021,FR_low to medium morbidity_3_31-05-2021_27-06-2021,France,2.333333,48.866665,31/05/2021,27/06/2021,28,low to medium morbidity,3,19-04-2021,31-05-2021,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,-6,-1,6,0,0,0,-4,-1,4,0,0,0,-6,-5,2,-5,-4,2
FR_high morbidity_39_31-08-2020_06-06-2021,FR_high morbidity_39_31-08-2020_06-06-2021,France,2.333333,48.866665,31/08/2020,44353,280,high morbidity,39,20-07-2020,31-08-2020,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6,-6,1,-6,-1,6,0,0,0,0,0,0,-6,-1,6,0,0,0,0,0,0,0,0,0
GB_almost no disease_3_17-02-2020_15-03-2020,GB_almost no disease_3_17-02-2020_15-03-2020,United Kingdom,-0.083333,51.5,17/02/2020,15/03/2020,28,almost no disease,3,43983,17-02-2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GB_almost no disease_3_06-07-2020_02-08-2020,GB_almost no disease_3_06-07-2020_02-08-2020,United Kingdom,-0.083333,51.5,43989,43869,28,almost no disease,3,25-05-2020,43989,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,-6,-1,6,0,0,0,0,0,0,0,0,0,0,0,0,-6,-1,6,0,0,0
GB_low to medium morbidity_2_09-03-2020_29-03-2020,GB_low to medium morbidity_2_09-03-2020_29-03-2020,United Kingdom,-0.083333,51.5,44077,29/03/2020,21,low to medium morbidity,2,27-01-2020,44077,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3,-1,3,0,0,0,0,0,0,0,0,0,-3,-1,3,0,0,0,0,0,0,0,0,0
GB_low to medium morbidity_10_27-04-2020_12-07-2020,GB_low to medium morbidity_10_27-04-2020_12-07-2020,United Kingdom,-0.083333,51.5,27/04/2020,44172,77,low to medium morbidity,10,16-03-2020,27-04-2020,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,-6,-5,2,0,0,0,-5,-1,5,0,0,0,-6,-4,3,-4,-1,4,0,0,0
GB_low to medium morbidity_8_27-07-2020_27-09-2020,GB_low to medium morbidity_8_27-07-2020_27-09-2020,United Kingdom,-0.083333,51.5,27/07/2020,27/09/2020,63,low to medium morbidity,8,15-06-2020,27-07-2020,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,-3,-1,3,-6,-3,4,0,0,0,0,0,0,0,0,0,0,0,0,-6,-1,6,0,0,0
GB_low to medium morbidity_13_01-03-2021_06-06-2021,GB_low to medium morbidity_13_01-03-2021_06-06-2021,United Kingdom,-0.083333,51.5,44199,44353,98,low to medium morbidity,13,18-01-2021,44199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,-3,-1,3,-6,-3,4,0,0,0,0,0,0,-6,-1,6,0,0,0
GB_high morbidity_12_21-09-2020_20-12-2020,GB_high morbidity_12_21-09-2020_20-12-2020,United Kingdom,-0.083333,51.5,21/09/2020,20/12/2020,91,high morbidity,12,44112,21-09-2020,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,-6,-1,6,0,0,0,0,0,0,0,0,0,0,0,0,-6,-1,6,0,0,0
GB_high morbidity_3_08-02-2021_07-03-2021,GB_high morbidity_3_08-02-2021_07-03-2021,United Kingdom,-0.083333,51.5,44410,44380,28,high morbidity,3,28-12-2020,44410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6,-1,6,0,0,0,-6,-6,1,-6,-1,6,0,0,0
GB_high morbidity_3_31-05-2021_27-06-2021,GB_high morbidity_3_31-05-2021_27-06-2021,United Kingdom,-0.083333,51.5,31/05/2021,27/06/2021,28,high morbidity,3,19-04-2021,31-05-2021,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,-6,-1,6,0,0,0,0,0,0,-2,-1,2,0,0,0,-6,-4,3,-4,-2,3
GB_high morbidity and mortality_5_23-03-2020_03-05-2020,GB_high morbidity and mortality_5_23-03-2020_03-05-2020,United Kingdom,-0.083333,51.5,23/03/2020,43895,42,high morbidity and mortality,5,44106,23-03-2020,0,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,-5,-2,4,-2,-1,2,0,0,0,0,0,0,-5,-2,4,-2,-1,2,0,0,0,0,0,0
GB_high morbidity and mortality_8_14-12-2020_14-02-2021,GB_high morbidity and mortality_8_14-12-2020_14-02-2021,United Kingdom,-0.083333,51.5,14/12/2020,14/02/2021,63,high morbidity and mortality,8,43872,14-12-2020,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,-6,-1,6,0,0,0,0,0,0,-1,-1,1,-6,-3,4,-3,-1,3
GE_almost no disease_12_17-02-2020_17-05-2020,GE_almost no disease_12_17-02-2020_17-05-2020,Georgia,44.833332,41.683334,17/02/2020,17/05/2020,91,almost no disease,12,43983,17-02-2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GE_almost no disease_8_06-07-2020_06-09-2020,GE_almost no disease_8_06-07-2020_06-09-2020,Georgia,44.833332,41.683334,43989,43991,63,almost no disease,8,25-05-2020,43989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GE_low to medium morbidity_3_31-08-2020_27-09-2020,GE_low to medium morbidity_3_31-08-2020_27-09-2020,Georgia,44.833332,41.683334,31/08/2020,27/09/2020,28,low to medium morbidity,3,20-07-2020,31-08-2020,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6,-1,6,0,0,0,0,0,0,0,0,0,-6,-1,6,0,0,0,0,0,0,0,0,0
GE_low to medium morbidity_4_15-02-2021_21-03-2021,GE_low to medium morbidity_4_15-02-2021_21-03-2021,Georgia,44.833332,41.683334,15/02/2021,21/03/2021,35,low to medium morbidity,4,44287,15-02-2021,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,-6,-1,6,0,0,0,-1,-1,1,0,0,0,-6,-2,5,-2,-1,2
GE_high morbidity_7_21-09-2020_15-11-2020,GE_high morbidity_7_21-09-2020_15-11-2020,Georgia,44.833332,41.683334,21/09/2020,15/11/2020,56,high morbidity,7,44112,21-09-2020,1,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6,-3,4,-3,-1,3,0,0,0,0,0,0,-6,-1,6,0,0,0,0,0,0,0,0,0
GE_high morbidity_7_28-12-2020_21-02-2021,GE_high morbidity_7_28-12-2020_21-02-2021,Georgia,44.833332,41.683334,28/12/2020,21/02/2021,56,high morbidity,7,16-11-2020,28-12-2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6,-1,6,-6,-5,2,-5,-4,2,-4,-1,4,0,0,0
GE_high morbidity_14_15-03-2021_27-06-2021,GE_high morbidity_14_15-03-2021_27-06-2021,Georgia,44.833332,41.683334,15/03/2021,27/06/2021,105,high morbidity,14,44198,15-03-2021,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,-4,-1,4,-6,-4,3,0,0,0,-5,-1,5,0,0,0,-6,-6,1,-6,-5,2
GE_high morbidity and mortality_7_09-11-2020_03-01-2021,GE_high morbidity and mortality_7_09-11-2020_03-01-2021,Georgia,44.833332,41.683334,44085,44256,56,high morbidity and mortality,7,28-09-2020,44085,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6,-1,6,0,0,0,-6,-1,6,0,0,0,0,0,0,0,0,0
GR_almost no disease_24_17-02-2020_09-08-2020,GR_almost no disease_24_17-02-2020_09-08-2020,Greece,23.733334,37.983334,17/02/2020,44082,175,almost no disease,24,43983,17-02-2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GR_low to medium morbidity_11_03-08-2020_25-10-2020,GR_low to medium morbidity_11_03-08-2020_25-10-2020,Greece,23.733334,37.983334,43898,25/10/2020,84,low to medium morbidity,11,22-06-2020,43898,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6,-1,6,0,0,0,0,0,0,0,0,0,-6,-1,6,0,0,0,0,0,0,0,0,0
GR_low to medium morbidity_7_14-12-2020_07-02-2021,GR_low to medium morbidity_7_14-12-2020_07-02-2021,Greece,23.733334,37.983334,14/12/2020,44379,56,low to medium morbidity,7,43872,14-12-2020,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,-6,-4,3,-4,-1,4,0,0,0,-6,-4,3,-4,-1,4,0,0,0
GR_low to medium morbidity_3_31-05-2021_27-06-2021,GR_low to medium morbidity_3_31-05-2021_27-06-2021,Greece,23.733334,37.983334,31/05/2021,27/06/2021,28,low to medium morbidity,3,19-04-2021,31-05-2021,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6,-1,6,0,0,0,-6,-1,6,0,0,0,0,0,0,0,0,0
GR_high morbidity_4_19-10-2020_22-11-2020,GR_high morbidity_4_19-10-2020_22-11-2020,Greece,23.733334,37.983334,19/10/2020,22/11/2020,35,high morbidity,4,44021,19-10-2020,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6,-1,6,0,0,0,0,0,0,-6,-1,6,0,0,0,0,0,0,0,0,0
GR_high morbidity_17_01-02-2021_06-06-2021,GR_high morbidity_17_01-02-2021_06-06-2021,Greece,23.733334,37.983334,44198,44353,126,high morbidity,17,21-12-2020,44198,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,-6,-1,6,0,0,0,0,0,0,0,0,0,0,0,0,-6,-1,6,0,0,0
GR_high morbidity and mortality_4_16-11-2020_20-12-2020,GR_high morbidity and mortality_4_16-11-2020_20-12-2020,Greece,23.733334,37.983334,16/11/2020,20/12/2020,35,high morbidity and mortality,4,43961,16-11-2020,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6,-4,3,-4,-1,4,0,0,0,-6,-3,4,-3,-1,3,0,0,0,0,0,0
HR_almost no disease_4_17-02-2020_22-03-2020,HR_almost no disease_4_17-02-2020_22-03-2020,Croatia,16,45.8,17/02/2020,22/03/2020,35,almost no disease,4,43983,17-02-2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HR_almost no disease_7_04-05-2020_28-06-2020,HR_almost no disease_7_04-05-2020_28-06-2020,Croatia,16,45.8,43926,28/06/2020,56,almost no disease,7,23-03-2020,43926,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,-6,-1,6,0,0,0,0,0,0,0,0,0,-6,-6,1,-6,-1,6,-1,-1,1
